clientReference,accountReference,effectiveDateTime,iban,paymentType,paymentSubtype
38731,338731,2000-04-04,731,Crypto Transfers,Transfer out
38732,338732,2000-04-03,732,Crypto Transfers,Transfer out
38733,338733,2000-04-02,733,Wire,Wire Out
38734,338734,2000-04-01,734,Customer Contact,Address
38735,338735,2000-03-31,735,Wire,Wire Out
38736,338736,2000-03-30,736,ACH,ACH In
38737,338737,2000-03-29,737,Wire,Wire Out
38738,338738,2000-03-28,738,Customer Contact,E-mail
38739,338739,2000-03-27,739,ACAT,ACAT Out
38740,338740,2000-03-26,740,Customer Contact,Phone Number
38741,338741,2000-03-25,741,Customer Contact,Address
38742,338742,2000-03-24,742,ACH,ACH In
38743,338743,2000-03-23,743,Customer Contact,Address
38744,338744,2000-03-22,744,ACAT,ACAT In
38745,338745,2000-03-21,745,ACAT,ACAT Out
38746,338746,2000-03-20,746,Crypto Transfers,Transfer in
38747,338747,2000-03-19,747,Wire,Wire Out
38748,338748,2000-03-18,748,Customer Contact,Phone Number
38749,338749,2000-03-17,749,ACAT,ACAT Out
38750,338750,2000-03-16,750,ACAT,ACAT In
38751,338751,2000-03-15,751,Wire,Wire In
38752,338752,2000-03-14,752,ACH,ACH In
38753,338753,2000-03-13,753,Crypto Transfers,Transfer in
38754,338754,2000-03-12,754,ACH,ACH Out
38755,338755,2000-03-11,755,Crypto Transfers,Transfer in
38756,338756,2000-03-10,756,Crypto Transfers,Transfer in
38757,338757,2000-03-09,757,Crypto Transfers,Transfer in
38758,338758,2000-03-08,758,ACAT,ACAT In
38759,338759,2000-03-07,759,Wire,Wire Out
38760,338760,2000-03-06,760,Wire,Wire In
38761,338761,2000-03-05,761,ACAT,ACAT In
38762,338762,2000-03-04,762,ACH,ACH In
38763,338763,2000-03-03,763,Crypto Transfers,Transfer out
38764,338764,2000-03-02,764,Wire,Wire In
38765,338765,2000-03-01,765,ACAT,ACAT In
38766,338766,2000-02-29,766,ACH,ACH Out
38767,338767,2000-02-28,767,ACAT,ACAT In
38768,338768,2000-02-27,768,Customer Contact,Phone Number
38769,338769,2000-02-26,769,ACAT,ACAT In
38770,338770,2000-02-25,770,Crypto Transfers,Transfer out
38771,338771,2000-02-24,771,Crypto Transfers,Transfer out
38772,338772,2000-02-23,772,Wire,Wire In
38773,338773,2000-02-22,773,ACH,ACH Out
38774,338774,2000-02-21,774,Customer Contact,Address
38775,338775,2000-02-20,775,Crypto Transfers,Transfer in
38776,338776,2000-02-19,776,ACH,ACH Out
38777,338777,2000-02-18,777,Crypto Transfers,Transfer in
38778,338778,2000-02-17,778,Crypto Transfers,Transfer out
38779,338779,2000-02-16,779,ACH,ACH Out
38780,338780,2000-02-15,780,ACH,ACH Out
38781,338781,2000-02-14,781,ACH,ACH In
38782,338782,2000-02-13,782,Wire,Wire In
38783,338783,2000-02-12,783,Customer Contact,Address
38784,338784,2000-02-11,784,Customer Contact,Name
38785,338785,2000-02-10,785,Wire,Wire In
38786,338786,2000-02-09,786,Wire,Wire Out
38787,338787,2000-02-08,787,ACH,ACH Out
38788,338788,2000-02-07,788,Customer Contact,E-mail
38789,338789,2000-02-06,789,Crypto Transfers,Transfer in
38790,338790,2000-02-05,790,ACAT,ACAT Out
38791,338791,2000-02-04,791,Crypto Transfers,Transfer in
38792,338792,2000-02-03,792,Wire,Wire Out
38793,338793,2000-02-02,793,Wire,Wire Out
38794,338794,2000-02-01,794,ACAT,ACAT Out
38795,338795,2000-01-31,795,ACAT,ACAT In
38796,338796,2000-01-30,796,Crypto Transfers,Transfer out
38797,338797,2000-01-29,797,Crypto Transfers,Transfer out
38798,338798,2000-01-28,798,ACAT,ACAT In
38799,338799,2000-01-27,799,ACAT,ACAT Out
38800,338800,2000-01-26,800,Wire,Wire Out
38801,338801,2000-01-25,801,Customer Contact,Name
38802,338802,2000-01-24,802,Crypto Transfers,Transfer in
38803,338803,2000-01-23,803,ACH,ACH Out
38804,338804,2000-01-22,804,ACH,ACH Out
38805,338805,2000-01-21,805,ACAT,ACAT Out
38806,338806,2000-01-20,806,ACAT,ACAT In
38807,338807,2000-01-19,807,Crypto Transfers,Transfer in
38808,338808,2000-01-18,808,Wire,Wire Out
38809,338809,2000-01-17,809,ACAT,ACAT Out
38810,338810,2000-01-16,810,ACH,ACH In
38811,338811,2000-01-15,811,ACAT,ACAT Out
38812,338812,2000-01-14,812,ACH,ACH In
38813,338813,2000-01-13,813,Wire,Wire Out
38814,338814,2000-01-12,814,Wire,Wire Out
38815,338815,2000-01-11,815,ACAT,ACAT Out
38816,338816,2000-01-10,816,Wire,Wire Out
38817,338817,2000-01-09,817,Crypto Transfers,Transfer in
38818,338818,2000-01-08,818,ACAT,ACAT Out
38819,338819,2000-01-07,819,Customer Contact,Phone Number
38820,338820,2000-01-06,820,Wire,Wire Out
38821,338821,2000-01-05,821,ACAT,ACAT In
38822,338822,2000-01-04,822,Wire,Wire In
38823,338823,2000-01-03,823,ACAT,ACAT In
38824,338824,2000-01-02,824,ACH,ACH Out
38825,338825,2000-01-01,825,Crypto Transfers,Transfer in
38826,338826,1999-12-31,826,ACH,ACH In
38827,338827,1999-12-30,827,Wire,Wire Out
38828,338828,1999-12-29,828,ACAT,ACAT In
38829,338829,1999-12-28,829,Customer Contact,Phone Number
38830,338830,1999-12-27,830,Customer Contact,Name
38831,338831,1999-12-26,831,Customer Contact,Name
38832,338832,1999-12-25,832,ACH,ACH Out
38833,338833,1999-12-24,833,Wire,Wire In
38834,338834,1999-12-23,834,ACH,ACH In
38835,338835,1999-12-22,835,Crypto Transfers,Transfer out
38836,338836,1999-12-21,836,ACH,ACH Out
38837,338837,1999-12-20,837,Wire,Wire In
38838,338838,1999-12-19,838,Crypto Transfers,Transfer out
38839,338839,1999-12-18,839,ACAT,ACAT Out
38840,338840,1999-12-17,840,ACAT,ACAT In
38841,338841,1999-12-16,841,ACAT,ACAT Out
38842,338842,1999-12-15,842,ACAT,ACAT Out
38843,338843,1999-12-14,843,ACAT,ACAT In
38844,338844,1999-12-13,844,Wire,Wire Out
38845,338845,1999-12-12,845,Crypto Transfers,Transfer in
38846,338846,1999-12-11,846,ACH,ACH In
38847,338847,1999-12-10,847,Wire,Wire Out
38848,338848,1999-12-09,848,ACH,ACH Out
38849,338849,1999-12-08,849,Crypto Transfers,Transfer in
38850,338850,1999-12-07,850,Wire,Wire Out
38851,338851,1999-12-06,851,Customer Contact,Phone Number
38852,338852,1999-12-05,852,ACH,ACH Out
38853,338853,1999-12-04,853,Wire,Wire In
38854,338854,1999-12-03,854,Crypto Transfers,Transfer out
38855,338855,1999-12-02,855,Wire,Wire In
38856,338856,1999-12-01,856,ACAT,ACAT Out
38857,338857,1999-11-30,857,Crypto Transfers,Transfer in
38858,338858,1999-11-29,858,ACAT,ACAT In
38859,338859,1999-11-28,859,Wire,Wire Out
38860,338860,1999-11-27,860,Customer Contact,E-mail
38861,338861,1999-11-26,861,Wire,Wire Out
38862,338862,1999-11-25,862,Wire,Wire In
38863,338863,1999-11-24,863,Crypto Transfers,Transfer in
38864,338864,1999-11-23,864,Wire,Wire Out
38865,338865,1999-11-22,865,Wire,Wire Out
38866,338866,1999-11-21,866,Customer Contact,E-mail
38867,338867,1999-11-20,867,Wire,Wire In
38868,338868,1999-11-19,868,ACAT,ACAT Out
38869,338869,1999-11-18,869,Crypto Transfers,Transfer in
38870,338870,1999-11-17,870,ACAT,ACAT Out
38871,338871,1999-11-16,871,ACAT,ACAT Out
38872,338872,1999-11-15,872,ACAT,ACAT In
38873,338873,1999-11-14,873,Crypto Transfers,Transfer out
38874,338874,1999-11-13,874,Customer Contact,E-mail
38875,338875,1999-11-12,875,Crypto Transfers,Transfer in
38876,338876,1999-11-11,876,Wire,Wire In
38877,338877,1999-11-10,877,ACAT,ACAT Out
38878,338878,1999-11-09,878,Customer Contact,E-mail
38879,338879,1999-11-08,879,Crypto Transfers,Transfer in
38880,338880,1999-11-07,880,Wire,Wire In
38881,338881,1999-11-06,881,Customer Contact,Address
38882,338882,1999-11-05,882,Customer Contact,E-mail
38883,338883,1999-11-04,883,Customer Contact,Phone Number
38884,338884,1999-11-03,884,Customer Contact,E-mail
38885,338885,1999-11-02,885,ACH,ACH In
38886,338886,1999-11-01,886,Customer Contact,Address
38887,338887,1999-10-31,887,ACAT,ACAT Out
38888,338888,1999-10-30,888,ACH,ACH In
38889,338889,1999-10-29,889,Crypto Transfers,Transfer out
38890,338890,1999-10-28,890,ACAT,ACAT Out
38891,338891,1999-10-27,891,Wire,Wire Out
38892,338892,1999-10-26,892,ACH,ACH In
38893,338893,1999-10-25,893,Crypto Transfers,Transfer out
38894,338894,1999-10-24,894,ACH,ACH In
38895,338895,1999-10-23,895,ACH,ACH Out
38896,338896,1999-10-22,896,Crypto Transfers,Transfer out
38897,338897,1999-10-21,897,Wire,Wire Out
38898,338898,1999-10-20,898,Crypto Transfers,Transfer out
38899,338899,1999-10-19,899,ACH,ACH Out
38900,338900,1999-10-18,900,Crypto Transfers,Transfer in
38901,338901,1999-10-17,901,ACAT,ACAT Out
38902,338902,1999-10-16,902,Customer Contact,E-mail
38903,338903,1999-10-15,903,Crypto Transfers,Transfer out
38904,338904,1999-10-14,904,Crypto Transfers,Transfer out
38905,338905,1999-10-13,905,Crypto Transfers,Transfer in
38906,338906,1999-10-12,906,ACAT,ACAT In
38907,338907,1999-10-11,907,Customer Contact,E-mail
38908,338908,1999-10-10,908,Customer Contact,E-mail
38909,338909,1999-10-09,909,Wire,Wire Out
38910,338910,1999-10-08,910,Customer Contact,Phone Number
38911,338911,1999-10-07,911,Wire,Wire Out
38912,338912,1999-10-06,912,Crypto Transfers,Transfer in
38913,338913,1999-10-05,913,Customer Contact,E-mail
38914,338914,1999-10-04,914,Crypto Transfers,Transfer out
38915,338915,1999-10-03,915,ACH,ACH Out
38916,338916,1999-10-02,916,Wire,Wire In
38917,338917,1999-10-01,917,Crypto Transfers,Transfer out
38918,338918,1999-09-30,918,Wire,Wire Out
38919,338919,1999-09-29,919,ACAT,ACAT In
38920,338920,1999-09-28,920,Wire,Wire Out
38921,338921,1999-09-27,921,ACAT,ACAT Out
38922,338922,1999-09-26,922,ACH,ACH In
38923,338923,1999-09-25,923,Customer Contact,Address
38924,338924,1999-09-24,924,Customer Contact,E-mail
38925,338925,1999-09-23,925,ACH,ACH Out
38926,338926,1999-09-22,926,Wire,Wire In
38927,338927,1999-09-21,927,Crypto Transfers,Transfer out
38928,338928,1999-09-20,928,Customer Contact,E-mail
38929,338929,1999-09-19,929,Customer Contact,E-mail
38930,338930,1999-09-18,930,ACAT,ACAT Out
38931,338931,1999-09-17,931,Crypto Transfers,Transfer out
38932,338932,1999-09-16,932,ACAT,ACAT In
38933,338933,1999-09-15,933,Wire,Wire In
38934,338934,1999-09-14,934,Crypto Transfers,Transfer out
38935,338935,1999-09-13,935,ACAT,ACAT In
38936,338936,1999-09-12,936,ACAT,ACAT Out
38937,338937,1999-09-11,937,ACH,ACH Out
38938,338938,1999-09-10,938,ACAT,ACAT In
38939,338939,1999-09-09,939,ACH,ACH In
38940,338940,1999-09-08,940,Wire,Wire Out
38941,338941,1999-09-07,941,ACH,ACH In
38942,338942,1999-09-06,942,Customer Contact,Address
38943,338943,1999-09-05,943,Wire,Wire In
38944,338944,1999-09-04,944,Customer Contact,Name
38945,338945,1999-09-03,945,ACH,ACH In
38946,338946,1999-09-02,946,ACAT,ACAT In
38947,338947,1999-09-01,947,Wire,Wire In
38948,338948,1999-08-31,948,Wire,Wire In
38949,338949,1999-08-30,949,Wire,Wire Out
38950,338950,1999-08-29,950,Wire,Wire Out
38951,338951,1999-08-28,951,Wire,Wire Out
38952,338952,1999-08-27,952,Customer Contact,Phone Number
38953,338953,1999-08-26,953,Customer Contact,Phone Number
38954,338954,1999-08-25,954,ACAT,ACAT In
38955,338955,1999-08-24,955,Wire,Wire Out
38956,338956,1999-08-23,956,ACH,ACH Out
38957,338957,1999-08-22,957,Crypto Transfers,Transfer out
38958,338958,1999-08-21,958,ACAT,ACAT In
38959,338959,1999-08-20,959,ACH,ACH Out
38960,338960,1999-08-19,960,ACH,ACH In
38961,338961,1999-08-18,961,Customer Contact,Name
38962,338962,1999-08-17,962,Crypto Transfers,Transfer in
38963,338963,1999-08-16,963,ACH,ACH Out
38964,338964,1999-08-15,964,Customer Contact,Address
38965,338965,1999-08-14,965,ACH,ACH In
38966,338966,1999-08-13,966,ACAT,ACAT In
38967,338967,1999-08-12,967,Customer Contact,Phone Number
38968,338968,1999-08-11,968,Crypto Transfers,Transfer in
38969,338969,1999-08-10,969,Wire,Wire In
38970,338970,1999-08-09,970,ACH,ACH In
38971,338971,1999-08-08,971,Crypto Transfers,Transfer out
38972,338972,1999-08-07,972,Customer Contact,Phone Number
38973,338973,1999-08-06,973,Crypto Transfers,Transfer in
38974,338974,1999-08-05,974,ACH,ACH Out
38975,338975,1999-08-04,975,Crypto Transfers,Transfer out
38976,338976,1999-08-03,976,ACAT,ACAT Out
38977,338977,1999-08-02,977,Wire,Wire In
38978,338978,1999-08-01,978,Customer Contact,Phone Number
38979,338979,1999-07-31,979,Crypto Transfers,Transfer out
38980,338980,1999-07-30,980,Wire,Wire Out
38981,338981,1999-07-29,981,Customer Contact,E-mail
38982,338982,1999-07-28,982,Customer Contact,Name
38983,338983,1999-07-27,983,ACH,ACH Out
38984,338984,1999-07-26,984,Wire,Wire Out
38985,338985,1999-07-25,985,Customer Contact,Name
38986,338986,1999-07-24,986,Customer Contact,Phone Number
38987,338987,1999-07-23,987,ACAT,ACAT Out
38988,338988,1999-07-22,988,Wire,Wire In
38989,338989,1999-07-21,989,Crypto Transfers,Transfer in
38990,338990,1999-07-20,990,ACAT,ACAT Out
38991,338991,1999-07-19,991,Wire,Wire In
38992,338992,1999-07-18,992,Wire,Wire Out
38993,338993,1999-07-17,993,Wire,Wire In
38994,338994,1999-07-16,994,ACAT,ACAT Out
38995,338995,1999-07-15,995,Customer Contact,Address
38996,338996,1999-07-14,996,Customer Contact,Phone Number
38997,338997,1999-07-13,997,Crypto Transfers,Transfer out
38998,338998,1999-07-12,998,Wire,Wire In
38999,338999,1999-07-11,999,Crypto Transfers,Transfer out
39000,339000,1999-07-10,100,ACAT,ACAT Out
39001,339001,1999-07-09,101,Crypto Transfers,Transfer out
39002,339002,1999-07-08,102,Crypto Transfers,Transfer in
39003,339003,1999-07-07,103,Crypto Transfers,Transfer out
39004,339004,1999-07-06,104,Wire,Wire Out
39005,339005,1999-07-05,105,Crypto Transfers,Transfer in
39006,339006,1999-07-04,106,Wire,Wire Out
39007,339007,1999-07-03,107,Crypto Transfers,Transfer out
39008,339008,1999-07-02,108,Customer Contact,Name
39009,339009,1999-07-01,109,Crypto Transfers,Transfer out
39010,339010,1999-06-30,110,Wire,Wire In
39011,339011,1999-06-29,111,Wire,Wire Out
39012,339012,1999-06-28,112,Customer Contact,Name
39013,339013,1999-06-27,113,Wire,Wire Out
39014,339014,1999-06-26,114,ACAT,ACAT In
39015,339015,1999-06-25,115,Wire,Wire Out
39016,339016,1999-06-24,116,Wire,Wire Out
39017,339017,1999-06-23,117,Customer Contact,Name
39018,339018,1999-06-22,118,ACAT,ACAT Out
39019,339019,1999-06-21,119,Wire,Wire In
39020,339020,1999-06-20,120,ACH,ACH Out
39021,339021,1999-06-19,121,Crypto Transfers,Transfer in
39022,339022,1999-06-18,122,ACAT,ACAT Out
39023,339023,1999-06-17,123,Crypto Transfers,Transfer in
39024,339024,1999-06-16,124,ACH,ACH In
39025,339025,1999-06-15,125,ACAT,ACAT Out
39026,339026,1999-06-14,126,Crypto Transfers,Transfer out
39027,339027,1999-06-13,127,ACH,ACH Out
39028,339028,1999-06-12,128,Wire,Wire Out
39029,339029,1999-06-11,129,Customer Contact,Name
39030,339030,1999-06-10,130,ACAT,ACAT In
39031,339031,1999-06-09,131,Crypto Transfers,Transfer in
39032,339032,1999-06-08,132,ACH,ACH Out
39033,339033,1999-06-07,133,Wire,Wire In
39034,339034,1999-06-06,134,Crypto Transfers,Transfer in
39035,339035,1999-06-05,135,Wire,Wire In
39036,339036,1999-06-04,136,Customer Contact,Address
39037,339037,1999-06-03,137,Wire,Wire Out
39038,339038,1999-06-02,138,Customer Contact,Address
39039,339039,1999-06-01,139,ACAT,ACAT In
39040,339040,1999-05-31,140,ACAT,ACAT In
39041,339041,1999-05-30,141,ACH,ACH In
39042,339042,1999-05-29,142,Customer Contact,Address
39043,339043,1999-05-28,143,Customer Contact,E-mail
39044,339044,1999-05-27,144,Wire,Wire Out
39045,339045,1999-05-26,145,Wire,Wire In
39046,339046,1999-05-25,146,Crypto Transfers,Transfer in
39047,339047,1999-05-24,147,Customer Contact,Phone Number
39048,339048,1999-05-23,148,Customer Contact,E-mail
39049,339049,1999-05-22,149,ACAT,ACAT Out
39050,339050,1999-05-21,150,ACAT,ACAT Out
39051,339051,1999-05-20,151,Wire,Wire In
39052,339052,1999-05-19,152,Crypto Transfers,Transfer out
39053,339053,1999-05-18,153,ACH,ACH In
39054,339054,1999-05-17,154,Customer Contact,Name
39055,339055,1999-05-16,155,Customer Contact,Address
39056,339056,1999-05-15,156,Customer Contact,Address
39057,339057,1999-05-14,157,Crypto Transfers,Transfer in
39058,339058,1999-05-13,158,ACAT,ACAT In
39059,339059,1999-05-12,159,ACH,ACH Out
39060,339060,1999-05-11,160,ACH,ACH In
39061,339061,1999-05-10,161,ACAT,ACAT In
39062,339062,1999-05-09,162,Customer Contact,E-mail
39063,339063,1999-05-08,163,ACH,ACH Out
39064,339064,1999-05-07,164,Crypto Transfers,Transfer out
39065,339065,1999-05-06,165,ACH,ACH Out
39066,339066,1999-05-05,166,ACAT,ACAT Out
39067,339067,1999-05-04,167,ACAT,ACAT Out
39068,339068,1999-05-03,168,Crypto Transfers,Transfer in
39069,339069,1999-05-02,169,Crypto Transfers,Transfer out
39070,339070,1999-05-01,170,ACH,ACH In
39071,339071,1999-04-30,171,ACH,ACH In
39072,339072,1999-04-29,172,Wire,Wire Out
39073,339073,1999-04-28,173,ACAT,ACAT Out
39074,339074,1999-04-27,174,ACAT,ACAT Out
39075,339075,1999-04-26,175,Customer Contact,Address
39076,339076,1999-04-25,176,ACH,ACH In
39077,339077,1999-04-24,177,ACH,ACH Out
39078,339078,1999-04-23,178,Crypto Transfers,Transfer in
39079,339079,1999-04-22,179,ACH,ACH In
39080,339080,1999-04-21,180,Crypto Transfers,Transfer in
39081,339081,1999-04-20,181,Customer Contact,Name
39082,339082,1999-04-19,182,ACH,ACH Out
39083,339083,1999-04-18,183,ACAT,ACAT Out
39084,339084,1999-04-17,184,ACH,ACH In
39085,339085,1999-04-16,185,ACH,ACH In
39086,339086,1999-04-15,186,Crypto Transfers,Transfer out
39087,339087,1999-04-14,187,Customer Contact,Address
39088,339088,1999-04-13,188,Crypto Transfers,Transfer in
39089,339089,1999-04-12,189,Wire,Wire In
39090,339090,1999-04-11,190,Wire,Wire In
39091,339091,1999-04-10,191,Wire,Wire Out
39092,339092,1999-04-09,192,Customer Contact,Name
39093,339093,1999-04-08,193,Crypto Transfers,Transfer in
39094,339094,1999-04-07,194,ACH,ACH Out
39095,339095,1999-04-06,195,ACH,ACH In
39096,339096,1999-04-05,196,Crypto Transfers,Transfer out
39097,339097,1999-04-04,197,ACH,ACH In
39098,339098,1999-04-03,198,Crypto Transfers,Transfer in
39099,339099,1999-04-02,199,ACH,ACH Out
39100,339100,1999-04-01,200,Customer Contact,Address
39101,339101,1999-03-31,201,Wire,Wire Out
39102,339102,1999-03-30,202,Crypto Transfers,Transfer out
39103,339103,1999-03-29,203,Wire,Wire Out
39104,339104,1999-03-28,204,Crypto Transfers,Transfer in
39105,339105,1999-03-27,205,Crypto Transfers,Transfer out
39106,339106,1999-03-26,206,Wire,Wire Out
39107,339107,1999-03-25,207,Wire,Wire Out
39108,339108,1999-03-24,208,Customer Contact,E-mail
39109,339109,1999-03-23,209,Wire,Wire Out
39110,339110,1999-03-22,210,Wire,Wire Out
39111,339111,1999-03-21,211,Wire,Wire In
39112,339112,1999-03-20,212,ACH,ACH Out
39113,339113,1999-03-19,213,ACH,ACH In
39114,339114,1999-03-18,214,ACAT,ACAT In
39115,339115,1999-03-17,215,ACAT,ACAT In
39116,339116,1999-03-16,216,Customer Contact,Name
39117,339117,1999-03-15,217,Wire,Wire In
39118,339118,1999-03-14,218,ACH,ACH In
39119,339119,1999-03-13,219,ACAT,ACAT Out
39120,339120,1999-03-12,220,Customer Contact,Name
39121,339121,1999-03-11,221,Crypto Transfers,Transfer in
39122,339122,1999-03-10,222,ACAT,ACAT In
39123,339123,1999-03-09,223,ACH,ACH Out
39124,339124,1999-03-08,224,ACH,ACH In
39125,339125,1999-03-07,225,Wire,Wire In
39126,339126,1999-03-06,226,ACH,ACH In
39127,339127,1999-03-05,227,ACH,ACH In
39128,339128,1999-03-04,228,ACH,ACH Out
39129,339129,1999-03-03,229,Wire,Wire Out
39130,339130,1999-03-02,230,Customer Contact,Name
39131,339131,1999-03-01,231,Customer Contact,E-mail
39132,339132,1999-02-28,232,Wire,Wire In
39133,339133,1999-02-27,233,Crypto Transfers,Transfer out
39134,339134,1999-02-26,234,Wire,Wire In
39135,339135,1999-02-25,235,Crypto Transfers,Transfer in
39136,339136,1999-02-24,236,ACAT,ACAT Out
39137,339137,1999-02-23,237,ACAT,ACAT In
39138,339138,1999-02-22,238,ACH,ACH Out
39139,339139,1999-02-21,239,ACAT,ACAT In
39140,339140,1999-02-20,240,ACH,ACH Out
39141,339141,1999-02-19,241,ACAT,ACAT Out
39142,339142,1999-02-18,242,Wire,Wire Out
39143,339143,1999-02-17,243,Crypto Transfers,Transfer out
39144,339144,1999-02-16,244,Wire,Wire In
39145,339145,1999-02-15,245,ACH,ACH In
39146,339146,1999-02-14,246,ACH,ACH In
39147,339147,1999-02-13,247,ACAT,ACAT Out
39148,339148,1999-02-12,248,ACAT,ACAT In
39149,339149,1999-02-11,249,ACH,ACH Out
39150,339150,1999-02-10,250,Wire,Wire In
39151,339151,1999-02-09,251,ACH,ACH Out
39152,339152,1999-02-08,252,Wire,Wire Out
39153,339153,1999-02-07,253,ACAT,ACAT In
39154,339154,1999-02-06,254,Wire,Wire Out
39155,339155,1999-02-05,255,Crypto Transfers,Transfer out
39156,339156,1999-02-04,256,ACH,ACH Out
39157,339157,1999-02-03,257,ACH,ACH In
39158,339158,1999-02-02,258,Crypto Transfers,Transfer out
39159,339159,1999-02-01,259,ACAT,ACAT In
39160,339160,1999-01-31,260,ACAT,ACAT Out
39161,339161,1999-01-30,261,ACAT,ACAT In
39162,339162,1999-01-29,262,Customer Contact,Phone Number
39163,339163,1999-01-28,263,Wire,Wire In
39164,339164,1999-01-27,264,ACH,ACH In
39165,339165,1999-01-26,265,Wire,Wire In
39166,339166,1999-01-25,266,Crypto Transfers,Transfer in
39167,339167,1999-01-24,267,ACAT,ACAT Out
39168,339168,1999-01-23,268,Crypto Transfers,Transfer out
39169,339169,1999-01-22,269,Customer Contact,Phone Number
39170,339170,1999-01-21,270,Customer Contact,Address
39171,339171,1999-01-20,271,ACH,ACH In
39172,339172,1999-01-19,272,Customer Contact,Name
39173,339173,1999-01-18,273,Crypto Transfers,Transfer out
39174,339174,1999-01-17,274,ACH,ACH Out
39175,339175,1999-01-16,275,ACAT,ACAT In
39176,339176,1999-01-15,276,Crypto Transfers,Transfer in
39177,339177,1999-01-14,277,Customer Contact,E-mail
39178,339178,1999-01-13,278,ACH,ACH Out
39179,339179,1999-01-12,279,Customer Contact,Phone Number
39180,339180,1999-01-11,280,Wire,Wire Out
39181,339181,1999-01-10,281,Crypto Transfers,Transfer in
39182,339182,1999-01-09,282,ACH,ACH Out
39183,339183,1999-01-08,283,Crypto Transfers,Transfer in
39184,339184,1999-01-07,284,Wire,Wire Out
39185,339185,1999-01-06,285,ACH,ACH In
39186,339186,1999-01-05,286,Crypto Transfers,Transfer out
39187,339187,1999-01-04,287,ACH,ACH In
39188,339188,1999-01-03,288,Wire,Wire In
39189,339189,1999-01-02,289,ACH,ACH Out
39190,339190,1999-01-01,290,Wire,Wire Out
39191,339191,1998-12-31,291,ACH,ACH In
39192,339192,1998-12-30,292,ACAT,ACAT In
39193,339193,1998-12-29,293,Customer Contact,E-mail
39194,339194,1998-12-28,294,Customer Contact,Phone Number
39195,339195,1998-12-27,295,Crypto Transfers,Transfer in
39196,339196,1998-12-26,296,ACAT,ACAT Out
39197,339197,1998-12-25,297,ACAT,ACAT Out
39198,339198,1998-12-24,298,ACAT,ACAT In
39199,339199,1998-12-23,299,ACH,ACH Out
39200,339200,1998-12-22,300,Crypto Transfers,Transfer out
39201,339201,1998-12-21,301,Customer Contact,Name
39202,339202,1998-12-20,302,Customer Contact,Phone Number
39203,339203,1998-12-19,303,Crypto Transfers,Transfer in
39204,339204,1998-12-18,304,ACH,ACH In
39205,339205,1998-12-17,305,Crypto Transfers,Transfer out
39206,339206,1998-12-16,306,Customer Contact,E-mail
39207,339207,1998-12-15,307,ACAT,ACAT Out
39208,339208,1998-12-14,308,ACAT,ACAT Out
39209,339209,1998-12-13,309,ACAT,ACAT Out
39210,339210,1998-12-12,310,Crypto Transfers,Transfer in
39211,339211,1998-12-11,311,ACAT,ACAT In
39212,339212,1998-12-10,312,Crypto Transfers,Transfer in
39213,339213,1998-12-09,313,ACH,ACH In
39214,339214,1998-12-08,314,ACH,ACH Out
39215,339215,1998-12-07,315,Crypto Transfers,Transfer out
39216,339216,1998-12-06,316,ACAT,ACAT In
39217,339217,1998-12-05,317,Wire,Wire In
39218,339218,1998-12-04,318,ACH,ACH In
39219,339219,1998-12-03,319,Crypto Transfers,Transfer out
39220,339220,1998-12-02,320,Customer Contact,E-mail
39221,339221,1998-12-01,321,ACAT,ACAT In
39222,339222,1998-11-30,322,Wire,Wire Out
39223,339223,1998-11-29,323,Customer Contact,Phone Number
39224,339224,1998-11-28,324,ACH,ACH Out
39225,339225,1998-11-27,325,ACH,ACH Out
39226,339226,1998-11-26,326,Crypto Transfers,Transfer in
39227,339227,1998-11-25,327,Customer Contact,Address
39228,339228,1998-11-24,328,ACAT,ACAT Out
39229,339229,1998-11-23,329,ACAT,ACAT Out
39230,339230,1998-11-22,330,ACH,ACH Out
39231,339231,1998-11-21,331,Customer Contact,E-mail
39232,339232,1998-11-20,332,ACAT,ACAT In
39233,339233,1998-11-19,333,Customer Contact,Phone Number
39234,339234,1998-11-18,334,Wire,Wire In
39235,339235,1998-11-17,335,Crypto Transfers,Transfer out
39236,339236,1998-11-16,336,Customer Contact,Phone Number
39237,339237,1998-11-15,337,Customer Contact,E-mail
39238,339238,1998-11-14,338,Customer Contact,Phone Number
39239,339239,1998-11-13,339,Customer Contact,Address
39240,339240,1998-11-12,340,Customer Contact,Name
39241,339241,1998-11-11,341,Customer Contact,Name
39242,339242,1998-11-10,342,Customer Contact,Name
39243,339243,1998-11-09,343,ACAT,ACAT In
39244,339244,1998-11-08,344,Customer Contact,Phone Number
39245,339245,1998-11-07,345,Wire,Wire In
39246,339246,1998-11-06,346,ACAT,ACAT In
39247,339247,1998-11-05,347,ACH,ACH Out
39248,339248,1998-11-04,348,Crypto Transfers,Transfer out
39249,339249,1998-11-03,349,ACAT,ACAT In
39250,339250,1998-11-02,350,Customer Contact,Address
39251,339251,1998-11-01,351,Customer Contact,Name
39252,339252,1998-10-31,352,ACH,ACH In
39253,339253,1998-10-30,353,ACH,ACH In
39254,339254,1998-10-29,354,ACH,ACH In
39255,339255,1998-10-28,355,Crypto Transfers,Transfer in
39256,339256,1998-10-27,356,Wire,Wire Out
39257,339257,1998-10-26,357,ACH,ACH In
39258,339258,1998-10-25,358,ACH,ACH Out
39259,339259,1998-10-24,359,ACAT,ACAT In
